entrezgene_id	hgnc_symbol
222234	FAM185A
	COPS8P2
79823	CAMKMT
100505771	MHENCR
79663	HSPBAP1
	MAP3K4-AS1
	FILNC1
54920	DUS2
50861	STMN3
	MIA-RAB4B
	LINC02847
945	CD33
442388	SDR16C6P
	LINC01288
29890	RBM15B
6591	SNAI2
	RTEL1-TNFRSF6B
	OR7E93P
55788	LMBRD1
7348	UPK1B
54939	COMMD4
	RPS12P15
254778	VXN
	PAXIP1-AS2
100874278	ERI3-IT1
	RNFT1P2
26289	AK5
8884	SLC5A6
57393	CLTRN
10049	DNAJB6
100127967	KRT73-AS1
6134	RPL10
8771	TNFRSF6B
	RPL23AP68
147657	ZNF480
10139	ARFRP1
10576	CCT2
27085	MTBP
106144526	PLA2G4C-AS1
8190	MIA
	ADH5P2
	HSPA8P9
	TXNP2
7324	UBE2E1
54558	SPATA6
	CEACAMP11
	PPIAP59
	B3GAT1-DT
126433	FBXO27
	RPL31P41
55636	CHD7
51222	ZNF219
100507283	""
	MOB4P2
100128239	LINC02731
	RPL9P32
	CEACAMP4
4281	MID1
9476	NAPSA
107986114	""
	ST3GAL6-AS1
	FAM177A1P1
80319	CXXC4
	CKAP2P1
50852	TRAT1
114902	C1QTNF5
	RNU6-252P
390445	OR5AU1
1176	AP3S1
54845	ESRP1
	KLHL2P1
	RNU6-946P
	FKBP4P1
54810	GIPC2
387644	FAM238C
	SMARCE1P3
	TUBB4BP5
283624	LINC00641
404201	WDFY3-AS2
80071	CCDC15
11198	SUPT16H
	RNU6-490P
84930	MASTL
	ARID3BP1
6121	RPE65
440533	PSG8
	TIMMDC1-DT
100506506	MORC1-AS1
10289	EIF1B
27329	ANGPTL3
100506874	LINC00933
	SETP16
388121	TNFAIP8L3
9241	NOG
79413	ZBED2
5818	NECTIN1
57003	CCDC47
29083	GTPBP8
10066	SCAMP2
	TTC39CP1
84619	ZGPAT
84902	CEP89
55236	UBA6
4082	MARCKS
57561	ARRDC3
55970	GNG12
26056	RAB11FIP5
10924	SMPDL3A
102724319	""
101927412	LINC01781
	RNU2-24P
	RNU7-12P
	KRT8P21
	LRRC37A6P
9829	DNAJC6
	RPL7AP8
94233	OPN4
390748	PABPN1L
	NDUFS5P1
692053	SNORD9
50617	ATP6V0A4
283	ANG
9655	SOCS5
407043	MIR7-1
51696	HECA
	HMGB3P26
80010	RMI1
	DDX18P5
	RPSAP5
	RPL10AP1
101929557	LINC01395
1152	CKB
	PPP1R14BP5
	ANAPC1P2
84959	UBASH3B
	NPM1P36
	NACAP7
91137	SLC25A46
10936	GPR75
23118	TAB2
101927575	""
	OR7E46P
51011	FAHD2A
3675	ITGA3
7016	TESK1
	RARRES2P7
160335	TMTC2
101928708	""
100128327	TRAPPC3L
285311	C3orf56
	RPAP2P1
404550	C16orf74
205	AK4
22852	ANKRD26
2866	GPR42
202459	OSTCP1
3836	KPNA1
345895	RSPH4A
6795	AURKC
116843	SLC18B1
101929340	""
115708	TRMT61A
	RCC2P8
400550	FENDRR
	RPSAP35
	BAK1P2
57117	INTS12
	PHBP17
388125	C2CD4B
	OPCML-IT2
	RNU7-160P
54741	LEPROT
338661	TMEM225
10073	SNUPN
54923	LIME1
135293	PM20D2
3831	KLC1
55107	ANO1
	RNU6-1274P
728658	RPL13AP5
693192	MIR607
	HMGN2P35
221301	CALHM4
	LINC02193
6585	SLIT1
100616214	MIR4667
	CSNK1A1P3
971	CD72
	LINC02457
84240	ZCCHC9
8438	RAD54L
55198	APPL2
119	ADD2
863	CBFA2T3
	PNRC1-DT
105378020	LINC02528
	RPL7P29
	CYCSP55
27242	TNFRSF21
56731	SLC2A4RG
147670	SMIM17
64577	ALDH8A1
84215	ZNF541
64101	LRRC4
84912	SLC35B4
8243	SMC1A
	RBMXP4
102723557	LMNB1-DT
	RPL37P25
79625	NDNF
	CCT7P2
	LINC01848
	SEPTIN7P10
10479	SLC9A6
101927487	LINC01609
4001	LMNB1
27240	SIT1
	ZBTB46-AS1
81034	SLC25A32
51750	RTEL1
285555	STPG2
344595	DUBR
	GTF3C6P3
64764	CREB3L2
8676	STX11
256764	WDR72
101928682	""
	LTV1P1
	RPSAP48
	KRT18P21
6023	RMRP
8732	RNGTT
	DNAJA2-DT
	RMRP
101927793	""
101929468	CXXC4-AS1
8541	PPFIA3
105377146	""
100505676	RRS1-AS1
131076	MIX23
203260	CCDC107
2294	FOXF1
100507388	PARM1-AS1
51001	MTERF3
	NT5C3AP1
102467146	MAFTRR
100874374	ARHGEF38-IT1
	TMPRSS11CP
	RPL23AP94
	IFITM3P1
	CICP16
64850	ETNPPL
	NPM1P23
	COL6A4P2
124359	CDYL2
9315	NREP
	LINC02796
	KDM4A-AS1
84904	ARHGEF39
6605	SMARCE1
151987	PPP4R2
	NDUFS5P3
100996570	NFIA-AS2
	MTND4P3
	MRPL42P4
105375501	""
57685	CACHD1
5447	POR
23187	PHLDB1
80152	CENPT
	RN7SL22P
768	CA9
55	ACP3
	PCNPP1
3223	HOXC6
	MTCYBP36
79627	OGFRL1
157657	C8orf37
100505985	""
100505540	SLIT1-AS1
145957	NRG4
	RPL32P16
9038	TAAR5
100130301	C8orf89
10276	NET1
57458	TMCC3
	BTF3P10
107986888	""
	KRT19P1
	MEMO1P2
	PPIAP85
79075	DSCC1
	CCDC162P
	LINC02442
	GGTA2P
643246	MAP1LC3B2
7169	TPM2
	REXO1L2P
28998	MRPL13
150159	SLC9B1
	OR10U1P
283464	GXYLT1
6405	SEMA3F
84455	EFCAB7
101927543	""
100130231	LINC00861
	LINC02238
57658	CALCOCO1
101927434	""
255231	MCOLN2
	CEACAMP6
51806	CALML5
	MTND1P5
90485	ZNF835
	CALML3-AS1
4856	CCN3
810	CALML3
	LINC01872
126248	WDR88
105376380	""
105376381	""
	RN7SL445P
79754	ASB13
157556	BAALC-AS2
	NRBF2P4
	C8orf37-AS1
56888	KCMF1
4646	MYO6
55638	SYBU
63934	ZNF667
54906	TASOR2
	LGALSL-DT
81849	ST6GALNAC5
100423009	MIR4329
	RN7SL266P
8517	IKBKG
53335	BCL11A
340073	C5orf66-AS2
285672	SREK1IP1
1579	CYP4A11
199720	GGN
105379006	LINC02242
54508	EPB41L4A-DT
	CDH12P1
7094	TLN1
2665	GDI2
390980	ZNF805
96459	FNIP1
	LNX1-AS2
645	BLVRB
	DSTNP4
100873983	MAGI1-AS1
	RFKP2
	CABYRP1
25818	KLK5
79931	TNIP3
677779	LINC00488
	NPM1P17
	OR7E22P
100874246	ARHGAP31-AS1
101927346	LINC02047
10991	SLC38A3
5699	PSMB10
2108	ETFA
9168	TMSB10
	KMT5AP2
	MTATP8P2
344022	NOTO
54892	NCAPG2
	NRBF2P5
	RPL12P28
	DRD5P1
	RPL37P10
	RPL12P18
	LYARP1
102723629	LASTR
105376382	LASTR
	LINC01293
162963	ZNF610
	RPL12P19
	HMGB1P31
100134259	LINC01119
102465513	MIR6852
10488	CREB3
55165	CEP55
	RNA5SP323
10427	SEC24B
338557	FFAR4
926	CD8B
84938	ATG4C
	ATF4P1
286967	FAM223B
10328	EMC8
	IKBKGP1
8419	BFSP2
	OR3B1P
10567	RABAC1
105373174	""
	MID1IP1-AS1
58526	MID1IP1
	PNKDP1
	RNA5SP514
51765	STK26
5950	RBP4
102466201	MIR6853
57704	GBA2
3578	IL9
90102	PHLDB2
10329	RXYLT1
100506469	TMEM147-AS1
642799	NPIPA2
5146	PDE6C
	MIR583HG
7045	TGFBI
23584	VSIG2
	BMS1P23
84226	C2orf16
7844	RNF103
118924	FRA10AC1
	CFL1P3
	LINC02706
	LINC02797
	SNRPGP18
	GNPATP
	COX6CP13
	MTND5P34
144501	KRT80
	LINC01359
9099	USP2
100847028	MIR5587
100423037	MIR3176
574042	SNORA10
26784	SNORA64
103504738	MIR6859-4
100500916	MIR3180-5
100616241	MIR4717
26788	SNORD60
677844	SNORA78
	RN7SL850P
	RN7SL219P
102466731	MIR6769A
100500812	MIR3677
100188847	MIR1225
100616258	MIR4516
100500852	MIR3180-4
100616195	MIR4718
100126328	MIR940
100422870	MIR3180-1
100302243	MIR1972-1
9827	RGP1
102465985	MIR6511B2
100423006	MIR3179-3
	TXN2P1
103504726	MIR3670-3
102465684	MIR6511A4
	RNU7-125P
101927139	PDE4B-AS1
100422836	MIR3180-3
127247	ASB17
	RNU4-46P
100422960	MIR3179-1
102466268	MIR6511A1
574455	MIR193B
102465461	MIR6770-1
100126355	MIR365A
100500917	MIR3680-1
	RN7SL557P
102465429	MIR6511B1
	RNU6-159P
	RNU6-1241P
	RN7SKP127
102466259	MIR6770-3
	RNU6-1340P
100500910	MIR3670-1
100422923	MIR548W
	RNA5SP405
103504740	MIR3670-4
103504729	MIR3179-4
	RNA5SP409
	RNA5SP406
	RNU6-257P
	RNA5SP408
	RNA5SP410
	COX6B1P7
	RNU6-845P
	RNA5SP413
	RNA5SP415
	RNA5SP416
	RNA5SP417
	RPL21P24
	RNA5SP418
	SUCLA2P2
	RNA5SP419
	RNA5SP420
	RNA5SP421
100129434	""
	RNA5SP422
	RNA5SP423
	RNA5SP411
	RNA5SP425
	RNA5SP412
9211	LGI1
	RNA5SP414
	RNA5-8SP2
	RNA5SP407
	RN7SL841P
5342	PLGLB2
	RN7SKP142
	RNU4-58P
	RNU6-21P
	RNA5SP428
692094	MSMP
	RN7SKP76
64123	ADGRL4
	RNU7-90P
	RNU7-71P
	RNU6-22P
	RNA5SP430
	RNU6-758P
	RN7SKP233
	RNA5SP433
100302261	MIR1910
100616172	MIR4719
	RNU6-898P
102465863	MIR8058
102466732	MIR6774
	RN7SL134P
100422853	MIR3182
	RN7SKP190
406932	MIR140
100847057	MIR5189
	RN7SKP176
102465464	MIR6775
100847022	MIR5093
	RN7SL381P
	RNU1-103P
100616167	MIR4722
	RNU6-237P
	RPL26P13
26206	SPAG8
9801	MRPL19
79412	KREMEN2
	RPL30P12
23011	RAB21
102724623	LINC01414
	AGKP2
57826	RAP2C
	SUMO2P20
157753	TMEM74
114907	FBXO32
90167	FRMD7
	LSM3P3
112802	KRT71
11095	ADAMTS8
	MAP4K3-DT
84681	HINT2
23743	BHMT2
	PCNAP1
	RPF2P2
	UGT2B25P
	TTC41P
	TMSB15B-AS1
3703	STT3A
3270	HRC
101929528	""
5354	PLP1
51754	TMEM8B
123591	TMEM266
389332	SMIM32
120935	CCDC38
10085	EDIL3
81025	GJA9
29088	MRPL15
	RAB11AP1
	RPSAP7
441549	CDNF
9088	PKMYT1
	CTBP2P8
	PRKACB-DT
79998	ANKRD53
9653	HS2ST1
57126	CD177
22872	SEC31A
22808	MRAS
51182	HSPA14
11247	NXPH4
101927914	""
51808	PHAX
100289678	ZNF783
	RNU4-68P
10019	SH2B3
283652	SLC24A5
7517	XRCC3
	ATP6V0E1P4
2787	GNG5
257396	""
	LINC00486
100130771	EFCAB10
167359	NIM1K
392307	FAM221B
400961	PAIP2B
100133234	SBF1P1
2168	FABP1
10450	PPIE
	KRT18P45
137209	ZNF572
53916	RAB4B
102546227	LINC01340
	TLE1P1
131177	FAM3D
81887	LAS1L
	OR13E1P
	LINC02161
282809	POC1B
	NDUFA5P4
646962	HRCT1
	RNF138P1
23382	AHCYL2
	MTND6P22
158376	SPAAR
735	C9
	SUV39H2-DT
10434	LYPLA1
100509620	""
	PGAM1P2
54805	CNNM2
56656	OR2S2
	YBX1P10
102723932	LNCARSR
49855	SCAPER
	IGKV3OR2-5
	CHCHD2P9
	ATP6V1B1-AS1
4300	MLLT3
101927884	EVA1A-AS
84913	ATOH8
	ANKRD11P1
	RPS15AP29
	MARCKSL1P1
	ST13P13
729020	RPEL1
9118	INA
6439	SFTPB
285268	ZNF621
55781	RIOK2
84108	PCGF6
	MTCO3P31
4861	NPAS1
9749	PHACTR2
	RPL32P24
102724301	""
6309	SC5D
	MTND4LP30
100616229	MIR4473
	RNU4-26P
100616441	MIR4474
133383	SETD9
	FOCAD-AS1
574444	MIR491
109616992	SNORA30B
54932	EXD3
	RNU11-3P
6877	TAF5
	AP1M2P1
	FRMD8P1
4478	MSN
283337	ZNF740
9616	RNF7
	PPP1R8P1
84334	COA8
374986	MIGA1
124222	PAQR4
84833	ATP5MK
	LINC02423
	LINC01914
	TTC39DP
	PIGAP1
	CD177P1
439916	LINC00615
	HNRNPA1P57
	GP6-AS1
891	CCNB1
57646	USP28
22870	PPP6R1
4841	NONO
9971	NR1H4
151056	PLB1
	LINC00514
114885	OSBPL11
9080	CLDN9
154790	CLEC2L
	LINC02300
3218	HOXB8
	EIF4A1P12
9074	CLDN6
	BTF3P2
	FOXG1-AS1
	LINC00671
2290	FOXG1
105370424	LINC02282
100302174	MIR1307
	LINC02281
22978	NT5C2
79228	THOC6
2520	GAST
1179	CLCA1
55167	MSL2
23080	AVL9
7043	TGFB3
	COX6B1P2
51096	UTP18
100287879	LINC00994
	OR7E100P
	RPL23AP41
10954	PDIA5
159371	SLC35G1
377841	ENTPD8
105379109	""
	MTND2P29
4520	MTF1
	PIPSL
	GJA1P1
101927049	PLCE1-AS2
	TAF11L14
1486	CTBS
	TGFB3-AS1
	RPL13P6
79192	IRX1
107984640	LBHD2
57593	EBF4
	HDAC1P1
	SPTLC1P3
	RNU6-657P
91828	EXOC3L4
	PLCE1-AS1
102466223	MIR7114
375775	PNPLA7
64318	NOC3L
51334	PRR16
105372482	ZNF8-DT
6196	RPS6KA2
	SCGB2B3P
105372476	ZNF460-AS1
5653	KLK6
100128325	""
105371814	SUMO2P17
	GUSBP16
	SMIM36
	WHSC1L2P
653645	TBC1D3P1-DHX40P1
	TPT1P5
105370683	LINC00677
3950	LECT2
7127	TNFAIP2
53833	IL20RB
	BANF1P5
11325	DDX42
57488	ESYT2
	H3P38
123688	HYKK
3716	JAK1
9522	SCAMP1
23232	TBC1D12
	RPL19P1
56265	CPXM1
	NDUFB4P11
146439	BICDL2
55032	SLC35A5
	RPL21P12
55192	DNAJC17
	GCSHP2
100131366	LINC00605
	RPL21P13
	RAP2CP1
439941	FER1L6-AS1
64975	MRPL41
1983	EIF5
100270680	CASC11
399473	SPRED3
92715	DPH7
	MRPS36P3
3070	HELLS
4147	MATN2
	NTM-IT
100128770	""
128653	C20orf141
112937	GLB1L3
	MMP25-AS1
100288797	TMEM239
286676	ILDR1
64773	PCED1A
54958	TMEM160
400713	ZNF880
	RNU1-125P
	RNU1-22P
84891	ZSCAN10
	LIX1-AS1
474344	GIMAP6
167465	ZNF366
10430	TMEM147
101928782	""
644873	LINC01184
254559	MIR9-3HG
219938	SPATA19
	TMEM108-AS1
116225	ZMYND19
	DIMT1P1
	RPL21P106
	ARL4AP4
83850	ESYT3
	SNX5P2
283171	LINC02873
	NECTIN1-AS1
	ZNF213-AS1
	KRT128P
2113	ETS1
64601	VPS16
92714	ARRDC1
55592	GOLGA2P5
101927877	MARCHF10-DT
101928104	LINC01482
90488	TMEM263
	ZNF863P
1004	CDH6
374897	SBSN
10574	CCT7
677811	SNORA28
	LINC02279
9570	GOSR2
100422981	MIR3173
400242	DICER1-AS1
7760	ZNF213
79789	CLMN
85026	ARRDC1-AS1
102724834	LINC02822
	LINC02392
	SNHG18
	SETP5
441452	SPATA31C1
10274	STAG1
7392	USF2
	HAUS8P1
9456	HOMER1
	RNU6-86P
	RPS10P3
23493	HEY2
645961	SPATA31C2
102723427	""
197350	CASP16P
114882	OSBPL8
	C9orf92
	ATP5MGP2
111216284	BNC2-AS1
	DOCK8-AS1
101926892	""
4992	OR1F1
26184	OR1F2P
27257	LSM1
	RPL12P25
283876	LINC00921
221443	OARD1
	OPCML-IT1
	LINC02730
	RNU6-1327P
	EIF1P1
10127	ZNF263
1761	DMRT1
64221	ROBO3
101929080	LINC02292
	CEND1P1
286151	FBXO43
63905	MANBAL
58524	DMRT3
91151	TIGD7
	H3P23
56125	PCDHB11
	C9orf129
6386	SDCBP
	RNU6-829P
158293	FAM120AOS
23105	FSTL4
101929634	LINC02280
100616300	MIR4710
10572	SIVA1
4993	OR2C1
	MTCO1P28
	MTND1P8
100463285	MTRNR2L4
54925	ZSCAN32
9690	UBE3C
101928363	EHD4-AS1
	ADAMTS7P4
23196	FAM120A
6939	TCF15
55653	BCAS4
	LINC02147
100128927	ZBTB42
100852408	EGFLAM-AS4
	MTCO3P23
23397	NCAPH
9555	MACROH2A1
23405	DICER1
9960	USP3
128497	SPATA25
55861	DBNDD2
23619	ZIM2
28996	HIPK2
79739	TTLL7
7727	ZNF174
146434	ZNF597
79903	NAA60
57480	PLEKHG1
100847045	MIR548AU
27076	LYPD3
23189	KANK1
93408	MYL10
284739	C20orf204
646024	RAET1K
57761	TRIB3
	RPL23AP47
399959	MIR100HG
9287	TAAR2
	DUTP1
	SEPTIN7P5
50512	PODXL2
29078	NDUFAF4
	UQCRFS1P2
134637	ADAT2
136051	ZNF786
	SUMO2P19
	LINC01181
198437	LKAAEAR1
	EEF1A1P37
64798	DEPTOR
	PDCL3P5
64208	POPDC3
140690	CTCFL
	CTBP2P2
523	ATP6V1A
51196	PLCE1
	MTATP6P25
	VDAC1P8
50833	TAS2R16
	RPL12P23
51024	FIS1
79865	TREML2
1647	GADD45A
29940	DSE
	NDUFS5P6
	MTND1P7
401463	""
137886	UBXN2B
23211	ZC3H4
105375614	""
204962	SLC44A5
	STRADBP1
105616916	LINC01455
3344	FOXN2
50831	TAS2R3
2150	F2RL1
	PDZRN3-AS1
495	ATP4A
	PHBP1
100506527	LINC01007
	GM2AP1
5922	RASA2
64839	FBXL17
2185	PTK2B
84623	KIRREL3
22881	ANKRD6
27010	TPK1
84450	ZNF512
347688	TUBB8
7060	THBS4
29888	STRN4
	RPL23AP74
9682	KDM4A
9256	TSPOAP1
	IL9RP2
	HMGN2P25
	RNA5SP297
	RNA5SP298
	RN7SL754P
55179	FAIM
7185	TRAF1
10771	ZMYND11
	BMPR1AP2
83700	JAM3
	GUSBP14
	TTLL7-IT1
23530	NNT
100852409	NEGR1-IT1
	CAPNS1P1
727	C5
105378753	LINC02777
	NPM1P12
149086	LDC1P
84626	KRBA1
201562	HACD2
	MTCYBP7
150684	COMMD1
7334	UBE2N
54680	ZNHIT6
	NECTIN3-AS1
102465134	MIR6126
646174	C16orf90
	NT5C3AP2
60675	PROK2
6711	SPTBN1
149047	""
23059	CLUAP1
9840	TESPA1
11167	FSTL1
101928850	""
374977	MROH7
58489	ABHD17C
146057	TTBK2
26060	APPL1
9538	EI24
51552	RAB14
63933	MCUR1
23423	TMED3
80231	TASL
	CKS1BP6
	FTLP2
2710	GK
105375483	""
	RPL7L1P3
57107	PDSS2
	RN7SL181P
197358	NLRC3
4951	OCM2
	SUMO2P15
57000	GSN-AS1
	ACNATP
54534	MRPL50
	NCOR1P2
229	ALDOB
	EEF1A1P10
401265	KLHL31
109729174	MIR4713HG
	IGHD4OR15-4A
	SSPOP
51174	TUBD1
3242	HPD
100996876	RORA-AS2
102724201	TBX18-AS1
283688	LINC00927
57224	NHSL1
57214	CEMIP
10794	ZNF460
205717	USF3
5650	KLK7
	PSMC2P1
105374042	""
8403	SOX14
101928470	TMEM246-AS1
	PSMC1P3
646951	MINDY4B
84302	PGAP4
84464	SLX4
729515	TMEM242
56254	RNF20
100874016	SYNPR-AS1
51146	A4GNT
26355	FAM162A
101927768	HDAC2-AS2
	HNRNPA3P14
10131	TRAP1
	GK-IT1
105378763	LINC01748
	GK-AS1
	TAB3-AS1
	TAB3-AS2
	RNU4-22P
9468	PCYT1B
	LINC00513
	ZNF528-AS1
	ACTG1P9
23554	TSPAN12
79882	ZC3H14
	LINC01135
3978	LIG1
	ATP6V0CP2
	LINC01763
	RPL32P9
105374134	""
84920	ALG10
5737	PTGFR
	ENPP7P3
105374057	LINC02024
5535	PPP3R2
101927844	LINC02801
83939	EIF2A
84643	KIF2B
	EEF1GP7
404266	HOXB-AS3
8543	LMO4
8667	EIF3H
79886	CAAP1
4254	KITLG
	H2BP7
100874088	PCYT1B-AS1
5422	POLA1
91461	PKDCC
6198	RPS6KB1
	RPS29P32
3605	IL17A
84950	PRPF38A
	H3P31
6725	SRMS
	RN7SL100P
9373	PLAA
128853	DUSP15
153910	""
9474	ATG5
84144	SYDE2
10026	PIGK
	EML4-AS1
9732	DOCK4
55591	VEZT
528	ATP6V1C1
60492	CCDC90B
101929602	IFT74-AS1
64922	LRRC19
	RNA5SP280
	MED28P8
	HNRNPA3P12
158035	LINC00032
256435	ST6GALNAC3
11245	GPR176
54586	EQTN
149954	BPIFB4
	PGBD4P8
	MTND2P30
	RPL7P10
101927891	PKN2-AS1
5968	REG1B
	UBE2Q2P12
	LINC02792
1143	CHRNB4
2980	GUCA2A
2731	GLDC
	FAHD2CP
55706	NDC1
677773	SCARNA23
	EEF1B2P3
170302	ARX
23051	ZHX3
644660	RAD21-AS1
	PAFAH1B2P1
	RN7SL91P
	WASH6P
83988	NCALD
	MRPL50P1
6932	TCF7
	ANAPC1P3
403277	OR5K3
8128	ST8SIA2
	ATP1B3-AS1
51255	RNF181
51122	COMMD2
5676	PSG7
79665	DHX40
7554	ZNF8
	SNX18P14
100873922	ZFX-AS1
83439	TCF7L1
170067	SUPT20HL2
100130302	SUPT20HL1
23358	USP24
	RPS26P58
23640	HSPBP1
2717	GLA
245937	DEFB124
5075	PAX1
	HYMAI
	TMEM242-DT
	ATP5MFP2
25945	NECTIN3
5335	PLCG1
51389	RWDD1
	SCAND2P
	CRLF3P3
	RPS2P17
3099	HK2
	GPR176-DT
6345	SRL
283738	NTRK3-AS1
366	AQP9
147965	FAM98C
100506765	IGSF11-AS1
257068	PLCXD2
	LINC01569
56934	CA10
	ARF1P3
312	ANXA13
	NIFKP8
	ATP5MC1P8
7023	TFAP4
101929328	KCNMA1-AS1
23229	ARHGEF9
	SLC25A6P3
166336	PRICKLE2
	PSAT1P3
101929310	KCNMA1-AS2
9051	PSTPIP1
	COX6CP15
	RNA5SP321
9288	TAAR3P
	CEACAMP7
54795	TRPM4
285755	PPIL6
3778	KCNMA1
9821	RB1CC1
101929694	LINC02042
85440	DOCK7
	PSMC1P1
141	ADPRH
7507	XPA
	MIR217HG
	WBP1P1
26012	NSMF
100507461	LINC02032
822	CAPG
101929717	LINC02044
	LINC02034
	FKBP1AP4
	HNRNPA3P6
101926903	LSAMP-AS1
105374177	LINC02029
	SIDT1-AS1
51265	CDKL3
	RPL21P39
	IL20RB-AS1
55959	SULF2
27091	CACNG5
	LINC00881
441374	""
654364	NME1-NME2
7545	ZIC1
57094	CPA6
5071	PRKN
942	CD86
101929517	ETS1-AS1
	PTP4A2P2
729305	LINC02714
	HMGN1P17
101926908	""
	DNAJB6P1
	LINC02717
	LINC01339
112936	VPS26B
51136	RNFT1
161436	EML5
	CYCSP23
4956	ODF1
	KRT8P23
105379194	""
3097	HIVEP2
9169	SCAF11
	ATG10-AS1
	KRT18P16
	RBBP4P6
101927953	C5orf66-AS1
123207	C15orf40
115908	CTHRC1
170591	S100Z
171024	SYNPO2
3157	HMGCS1
102723851	""
	WFDC21P
	MTHFD2P2
	MLIP-AS1
101927808	CLSTN2-AS1
	NDUFA5P2
	RPL18P11
101929427	""
6909	TBX2
206412	C6orf163
	RPS10P16
90390	MED30
	PPP1R10P1
	LINC02725
79631	EFL1
108783646	DINOL
64065	PERP
120406	NXPE2
10090	UST
403312	""
	CXCL1P1
	RAC1P5
79607	FAM118B
	PPIAP76
105377307	VAMP9P
2569	GABRR1
4589	MUC7
5608	MAP2K6
	RPS20P20
653583	PHLDB3
4131	MAP1B
5885	RAD21
104169670	RXYLT1-AS1
	ENPP7P5
	LINC02445
8492	PRSS12
286205	SCAI
121536	AEBP2
79465	ULBP3
10559	SLC35A1
	GLDCP1
64579	NDST4
	RNU4-92P
	MPPE1P1
123016	TTC8
	CHMP4AP1
	NDUFB4P7
	PBX2P1
	HMGN1P10
56670	SUCNR1
	OCLNP1
10713	USP39
83884	SLC25A2
4710	NDUFB4
284459	ZNF875
4122	MAN2A2
	LINC02224
434	ASIP
2661	GDF9
54532	USP53
390259	BSX
140733	MACROD2
80321	CEP70
646522	LINC02743
	LINC02551
728577	CNTNAP3B
	MTND4LP19
26207	PITPNC1
285735	LINC00326
	GLULP3
101927761	TH2LCRR
	LINC02684
105369980	""
	LINC02695
101929497	LINC02712
644135	""
100874355	ARHGEF9-IT1
196475	RMST
116337	PANX3
	BTF3P8
11082	ESM1
100302115	MIR1468
4204	MECP2
107986443	LINCADL
	LAMTOR3P2
645434	LINC01625
	COQ10BP2
54538	ROBO4
	PSD2-AS1
168544	ZNF467
102467213	LINC01950
	FAM8A6P
101928776	LINC01258
100131814	LINC00271
	LINC01332
	PRELID3BP8
1393	CRHBP
	ACTR6P1
	CUL4AP1
22839	DLGAP4
	CIR1P2
5578	PRKCA
	H3P15
	LINC02531
	UGT2A3P7
	TINAG-AS1
23593	HEBP2
	TUBAP10
157506	RDH10
7328	UBE2H
399	RHOH
	SLC6A21P
	ATF1P1
	CHCHD2P4
108903150	""
100526820	CAHM
106182249	LUADT1
2354	FOSB
154449	""
9590	AKAP12
9897	WASHC5
285704	RGMB
10154	PLXNC1
64423	INF2
116435298	NFE2L1-DT
	LINC01626
	SEPTIN7P12
	NUDT19P3
	ARMC2-AS1
154064	RAET1L
	ACTBP4
	LINC01170
56477	CCL28
28511	NKIRAS2
9455	HOMER2
7272	TTK
1038	CDR1
729442	GAGE12H
79722	ANKRD55
84131	CEP78
644353	ZCCHC18
128817	CSTL1
	THY1-AS1
125919	ZNF543
5803	PTPRZ1
1813	DRD2
90737	PAGE5
	SUMO1P4
7692	ZNF133
101929124	""
114800	CCDC85A
104355141	LINC01143
100874024	TRPC7-AS1
	CTNNA1P1
	DHFRP3
	CNN2P11
79184	BRCC3
83890	SPATA9
55132	LARP1B
101927285	LINC01793
	CCDC12P1
64843	ISL2
	IGKV2OR2-1
	PMIS2
105375843	""
	LINC02845
23474	ETHE1
8601	RGS20
	ATG12P1
440446	LINC02073
105371828	LINC02073
728537	C2orf92
	OR7H2P
	SEMA6A-AS1
101928784	RORA-AS1
54622	ARL15
374920	ZSWIM9
100505648	RAD51-AS1
105369954	""
64847	SPATA20
	PPIAP45
	MKRN9P
	TYRO3P
4618	MYF6
5151	PDE8A
	GUSBP9
11202	KLK8
79810	PTCD2
80298	MTERF2
283219	KCTD21
	LINC02045
339874	""
	FNTAP1
	ELOCP22
341152	OR2AT4
10988	METAP2
64219	PJA1
	SPTBN1-AS1
100506108	SIX3-AS1
220296	HEPACAM
100507032	TMCC1-DT
	RBX1P1
	RPL7P16
	PPIAP72
	VN2R1P
105375744	""
9762	LZTS3
	MTCO1P4
100874084	KCNAB1-AS1
	RPL21P71
55026	TMEM255A
79623	GALNT14
	PDCL3P2
	CPHL1P
	RPL30P16
	H2AZP2
25897	RNF19A
55321	TMEM74B
100885796	SLC9A9-AS1
5786	PTPRA
151742	PPM1L
57492	ARID1B
7772	ZNF229
6565	SLC15A2
	TRMT10BP1
9699	RIMS2
55593	OTUD5
102723971	""
549	AUH
55013	MCUB
	LINC02391
9615	GDA
	ELOCP32
121355	GTSF1
84436	ZNF528
101927109	LINC02379
	GAPDHP56
	TERF1P3
	LINC02479
58505	OSTC
57514	ARHGAP31
	OR2AT1P
28971	AAMDC
54457	TAF7L
6253	RTN2
2241	FER
80157	CWH43
23041	MON2
29927	SEC61A1
642636	RAD21L1
100329135	TRPC5OS
	HNRNPCP3
	DUXAP6
101929215	THBS4-AS1
	IGKV1OR2-6
203522	INTS6L
	LINC01965
100132101	""
100652853	LINC01023
1759	DNM1
	PPIC-AS1
79661	NEIL1
55571	CNOT11
387810	LINC02764
	DUXAP5
63876	PKNOX2
6869	TACR1
	RPL5P12
1356	CP
128611	ZNF831
	HMGB3P15
	CDC42P4
285456	RPL34-DT
9139	CBFA2T2
